frame,status,missed,candidate_count,gate_radius,err_to_gt,est_x,est_y,gt_occluded,gt_x,gt_y,meas_err_to_gt,meas_x,meas_y,pred_x,pred_y,raw_meas_x,raw_meas_y,reacquire_pending,reacquire_pending_count,reacquire_pending_x,reacquire_pending_y
283,PREDICTED,44,1,35.0,8.564534626249996,692.3811645507812,479.912109375,True,700.0,476.0,,,,692.3811645507812,479.912109375,,,False,0,,
284,PREDICTED,45,1,35.0,8.533184293524933,694.4735717773438,480.00921630859375,True,702.0,475.9882571697235,,,,694.4735717773438,480.00921630859375,,,False,0,,
285,PREDICTED,46,2,35.0,9.380543733274711,696.5659790039062,480.1063232421875,True,705.0,476.0,,,,696.5659790039062,480.1063232421875,,,False,0,,
286,PREDICTED,47,1,35.0,9.497553978274171,698.6583862304688,480.20343017578125,True,707.0,475.66239380836487,,,,698.6583862304688,480.20343017578125,,,False,0,,
287,PREDICTED,48,0,35.0,9.382477175499538,700.7507934570312,480.300537109375,True,709.0,475.83047342300415,,,,700.7507934570312,480.300537109375,,,False,0,,
288,PREDICTED,49,2,35.0,9.099515029118463,702.8432006835938,480.39764404296875,True,711.0,476.3643081188202,,,,702.8432006835938,480.39764404296875,,,False,0,,
289,PREDICTED,50,1,35.0,9.799699446259726,704.9356079101562,480.4947509765625,True,714.0,476.7703845500946,,,,704.9356079101562,480.4947509765625,,,False,0,,
290,PREDICTED,51,3,35.0,9.664261773860428,707.0280151367188,480.59185791015625,True,716.0,477.0,,,,707.0280151367188,480.59185791015625,,,False,0,,
291,PREDICTED,52,4,35.0,9.61537106017959,709.1204223632812,480.68896484375,True,718.0,477.0,,,,709.1204223632812,480.68896484375,,,False,0,,
292,PREDICTED,53,2,35.0,10.17599629451335,711.2128295898438,480.78607177734375,True,721.0,478.0,,,,711.2128295898438,480.78607177734375,,,False,0,,
293,PREDICTED,54,5,35.0,10.114403228325834,713.3052368164062,480.8831787109375,True,723.0,478.0,,,,713.3052368164062,480.8831787109375,,,False,0,,
294,PREDICTED,55,3,35.0,10.054220131294748,715.3976440429688,480.98028564453125,True,725.0,478.0,,,,715.3976440429688,480.98028564453125,,,False,0,,
295,PREDICTED,56,1,35.0,10.039247165117446,717.4900512695312,481.077392578125,True,727.0,477.86066150665283,,,,717.4900512695312,481.077392578125,,,False,0,,
296,PREDICTED,57,4,35.0,10.029802096277821,719.5824584960938,481.17449951171875,True,729.0,477.7238702774048,,,,719.5824584960938,481.17449951171875,,,False,0,,
297,PREDICTED,58,2,35.0,10.616497483347976,721.6748657226562,481.2716064453125,True,732.0,478.80146050453186,,,,721.6748657226562,481.2716064453125,,,False,0,,
298,PREDICTED,59,3,35.0,10.622295520648898,723.7672729492188,481.36871337890625,True,734.0,478.5183696746826,,,,723.7672729492188,481.36871337890625,,,False,0,,
299,PREDICTED,60,1,35.0,11.583103302863098,725.8596801757812,481.4658203125,True,737.0,478.293824672699,,,,725.8596801757812,481.4658203125,,,False,0,,
300,LOST,61,0,35.0,11.490075215085959,727.9520874023438,481.56292724609375,False,739.0,478.4061162471771,,,,727.9520874023438,481.56292724609375,,,False,0,,
301,LOST,62,0,35.0,11.535442933490435,730.0444946289062,481.6600341796875,False,741.0,478.048476934433,,,,730.0444946289062,481.6600341796875,,,False,0,,
302,LOST,63,0,35.0,11.458061746128745,732.1369018554688,481.75714111328125,False,743.0,478.1129295825958,,,,732.1369018554688,481.75714111328125,,,False,0,,
303,LOST,64,1,35.0,12.375014837377247,734.2293090820312,481.854248046875,False,746.0,478.03432297706604,,,,734.2293090820312,481.854248046875,747.5,479.5,True,1,747.5,479.5
304,LOST,65,0,35.0,12.05203576339601,736.3217163085938,481.95135498046875,False,748.0,478.9732253551483,,,,736.3217163085938,481.95135498046875,,,False,0,,
305,LOST,66,0,35.0,12.085195936107377,738.4141235351562,482.0484619140625,False,750.0,478.6105225086212,,,,738.4141235351562,482.0484619140625,,,False,0,,
306,LOST,67,0,35.0,12.925398050273733,740.5065307617188,482.14556884765625,False,753.0,478.83209013938904,,,,740.5065307617188,482.14556884765625,,,False,0,,
307,LOST,68,0,35.0,12.956585828314871,742.5989379882812,482.24267578125,False,755.0,478.489440202713,,,,742.5989379882812,482.24267578125,,,False,0,,
308,LOST,69,0,35.0,12.563094306969262,744.6913452148438,482.33978271484375,False,757.0,479.8241603374481,,,,744.6913452148438,482.33978271484375,,,False,0,,
309,LOST,70,0,35.0,12.389334373685648,746.7837524414062,482.4368896484375,False,759.0,480.3731789588928,,,,746.7837524414062,482.4368896484375,,,False,0,,
310,LOST,71,0,35.0,12.327076552591244,748.8761596679688,482.53399658203125,False,761.0,480.30480122566223,,,,748.8761596679688,482.53399658203125,,,False,0,,
311,LOST,72,1,35.0,13.240844768612346,750.9685668945312,482.631103515625,False,764.0,480.28552865982056,,,,750.9685668945312,482.631103515625,765.5,481.5,True,1,765.5,481.5
312,LOST,73,1,35.0,12.99259363594326,753.0609741210938,482.72821044921875,False,766.0,481.54961013793945,,,,753.0609741210938,482.72821044921875,767.5,483.5,True,2,767.5,483.5
313,TRACKED,0,1,35.0,2.489776772154281,769.4990234375,483.4999694824219,False,768.0,481.5120265483856,2.4903892154287033,769.5,483.5,755.1533813476562,482.8253173828125,769.5,483.5,False,0,,
314,PREDICTED,1,0,15.0,2.142863125044135,771.8739013671875,483.6103515625,False,770.0,482.57094979286194,,,,771.8739013671875,483.6103515625,,,False,0,,
315,PREDICTED,2,0,16.0,1.8384419733795214,774.248779296875,483.7207336425781,False,773.0,482.3715045452118,,,,774.248779296875,483.7207336425781,,,False,0,,
316,PREDICTED,3,0,17.0,2.3195394527991477,776.6236572265625,483.83111572265625,False,775.0,482.174613237381,,,,776.6236572265625,483.83111572265625,,,False,0,,
317,TRACKED,0,1,18.0,2.1009934803880537,778.5142822265625,483.5126647949219,False,777.0,482.0562572479248,2.0819205398308696,778.5,483.5,778.99853515625,483.9414978027344,778.5,483.5,False,0,,
318,PREDICTED,1,0,15.0,1.8072104294180344,780.7685546875,483.5162353515625,False,779.0,483.14445066452026,,,,780.7685546875,483.5162353515625,,,False,0,,
319,TRACKED,0,1,16.0,2.264725821432096,783.0053100585938,485.0413513183594,False,781.0,483.9888710975647,2.506693152297529,783.0,485.5,783.0228271484375,483.5198059082031,783.0,485.5,False,0,,
320,TRACKED,0,1,15.0,2.5788253434408985,785.1007690429688,485.4956970214844,False,783.0,484.0,2.5,785.0,485.5,785.2544555664062,485.4891662597656,785.0,485.5,False,0,,
321,PREDICTED,1,0,15.0,2.48452462414558,787.2974853515625,485.94573974609375,False,785.0,485.0,,,,787.2974853515625,485.94573974609375,,,False,0,,
322,TRACKED,0,1,16.0,2.370665656326546,789.4984130859375,486.8370666503906,False,788.0,485.0,2.5,789.5,487.0,789.4942016601562,486.3957824707031,789.5,487.0,False,0,,
323,TRACKED,0,1,15.0,2.2285509744008674,791.5786743164062,486.5729675292969,False,790.0,485.0,1.8027756377319946,791.5,486.0,791.696533203125,487.43109130859375,791.5,486.0,False,0,,
324,TRACKED,0,1,15.0,2.308591434595396,793.602783203125,486.6615295410156,False,792.0,485.0,2.1213203435596424,793.5,486.5,793.7361450195312,486.87103271484375,793.5,486.5,False,0,,
325,TRACKED,0,1,15.0,2.0110933803987465,795.5931396484375,487.22735595703125,False,794.0,486.0,2.1213203435596424,795.5,487.5,795.7110595703125,486.8823547363281,795.5,487.5,False,0,,
326,TRACKED,0,1,15.0,2.1950389048437624,797.5691528320312,487.534912109375,False,796.0,486.0,2.1213203435596424,797.5,487.5,797.6566772460938,487.5790710449219,797.5,487.5,False,0,,
327,TRACKED,0,1,15.0,1.8558268241701439,799.8230590820312,487.663330078125,False,799.0,486.0,1.8027756377319946,800.0,487.5,799.599365234375,487.8697814941406,800.0,487.5,False,0,,
328,TRACKED,0,1,15.0,2.204406627400303,802.2515258789062,487.6856689453125,False,801.0,485.87098121643066,2.2144304453339054,802.5,487.5,801.9382934570312,487.9197692871094,802.5,487.5,False,0,,
329,TRACKED,0,1,15.0,2.230468571290445,804.4935913085938,487.65655517578125,False,803.0,486.0,2.1213203435596424,804.5,487.5,804.4854736328125,487.8533935546875,804.5,487.5,False,0,,
330,TRACKED,0,1,15.0,1.5671828706911617,806.0455932617188,488.1673889160156,False,805.0,487.0,1.5811388300841898,805.5,488.5,806.7305908203125,487.749755859375,805.5,488.5,False,0,,
331,TRACKED,0,1,15.0,1.6903454193761027,808.8450927734375,488.46392822265625,False,808.0,487.0,2.1213203435596424,809.5,488.5,808.0233764648438,488.41864013671875,809.5,488.5,False,0,,
332,TRACKED,0,1,15.0,2.308302268113194,811.3375854492188,488.8812561035156,False,810.0,487.0,2.5,811.5,489.0,811.1338500976562,488.7322998046875,811.5,489.0,False,0,,
333,TRACKED,0,1,15.0,2.6273032357494843,813.5902099609375,489.0914001464844,False,812.0,487.0,2.5,813.5,489.0,813.7034301757812,489.2060241699219,813.5,489.0,False,0,,
334,TRACKED,0,1,15.0,2.5287903105374445,815.6832885742188,488.88714599609375,False,814.0,487.0,2.1213203435596424,815.5,488.5,815.9132080078125,489.3727722167969,815.5,488.5,False,0,,
335,PREDICTED,1,0,15.0,2.187258100119958,817.9192504882812,488.9847106933594,False,817.0,487.0,,,,817.9192504882812,488.9847106933594,,,False,0,,
336,TRACKED,0,1,16.0,1.970771762127102,820.4036865234375,489.3833312988281,False,819.0,488.0,2.1213203435596424,820.5,489.5,820.1552124023438,489.082275390625,820.5,489.5,False,0,,
337,TRACKED,0,1,15.0,2.2073845228252593,822.5892944335938,489.5318908691406,False,821.0,488.0,2.1213203435596424,822.5,489.5,822.720458984375,489.5787658691406,822.5,489.5,False,0,,
338,TRACKED,0,1,15.0,2.429642513820885,824.658447265625,489.5926818847656,False,823.0,487.8170931339264,2.2543680976889497,824.5,489.5,824.8612670898438,489.7113037109375,824.5,489.5,False,0,,
339,TRACKED,0,1,15.0,2.111474146250393,827.2144165039062,489.6014099121094,False,826.0,487.87412428855896,2.212119307147313,827.5,489.5,826.8561401367188,489.7286376953125,827.5,489.5,False,0,,
340,TRACKED,0,1,15.0,2.268752436076357,829.5211181640625,489.3050537109375,False,828.0,487.62177205085754,2.0370351690133925,829.5,489.0,829.5477294921875,489.689208984375,829.5,489.0,False,0,,
341,TRACKED,0,1,15.0,2.2722855407376534,831.6522216796875,489.6668701171875,False,830.0,488.1069197654724,2.4153162886791923,831.5,490.0,831.8442993164062,489.2464904785156,831.5,490.0,False,0,,
342,PREDICTED,1,0,15.0,1.7123127761755903,833.90234375,489.7680969238281,False,833.0,488.31283378601074,,,,833.90234375,489.7680969238281,,,False,0,,
343,TRACKED,0,1,16.0,2.017800388171234,836.0424194335938,489.602783203125,False,835.0,487.8751026391983,1.9079547775406835,836.0,489.5,836.1524658203125,489.86932373046875,836.0,489.5,False,0,,
344,TRACKED,0,1,15.0,2.4621805098708727,838.69921875,489.5474853515625,False,837.0,487.76563560962677,2.6472664842427,839.0,489.5,838.2567749023438,489.6173400878906,839.0,489.5,False,0,,
345,TRACKED,0,1,15.0,2.366237487131398,840.7476806640625,489.5167541503906,False,839.0,487.9215450286865,2.177503179438374,840.5,489.5,841.064697265625,489.5382080078125,840.5,489.5,False,0,,
346,TRACKED,0,1,15.0,1.5246881875871965,843.27685546875,489.7780456542969,False,842.0,488.94479048252106,1.8339757702265707,843.5,490.0,842.9970092773438,489.4996032714844,843.5,490.0,False,0,,
347,TRACKED,0,1,15.0,2.0631158251697284,845.5584716796875,490.2195129394531,False,844.0,488.86762058734894,2.2169038199360447,845.5,490.5,845.6321411132812,489.8663024902344,845.5,490.5,False,0,,
348,TRACKED,0,1,15.0,2.274513954374227,847.6705322265625,490.195556640625,False,846.0,488.6519453525543,2.01674275317897,847.5,490.0,847.8856811523438,490.44232177734375,847.5,490.0,False,0,,
349,TRACKED,0,1,15.0,2.0257412279550904,849.6840209960938,490.7011413574219,False,848.0,489.5752191543579,2.0688161972752894,849.5,491.0,849.9159545898438,490.3245849609375,849.5,491.0,False,0,,
350,TRACKED,0,1,15.0,2.0638249785988187,852.48681640625,491.2665100097656,False,851.0,489.835164308548,2.6022447770208985,853.0,491.5,851.841552734375,490.972900390625,853.0,491.5,False,0,,
351,PREDICTED,1,0,15.0,2.704132908245173,854.8886108398438,491.6494140625,False,853.0,489.7140887975693,,,,854.8886108398438,491.6494140625,,,False,0,,
352,PREDICTED,2,0,16.0,2.501717256915072,857.2904052734375,492.0323181152344,False,855.0,491.0260214805603,,,,857.2904052734375,492.0323181152344,,,False,0,,
353,TRACKED,0,1,17.0,2.224722458997641,859.5335083007812,492.8981018066406,False,858.0,491.2863504886627,2.2774096354644895,859.5,493.0,859.6921997070312,492.41522216796875,859.5,493.0,False,0,,
354,TRACKED,0,1,15.0,2.45995540085501,861.6529541015625,492.5521240234375,False,860.0,490.73027789592743,1.9652466057903462,861.5,492.0,861.8916015625,493.4138488769531,861.5,492.0,False,0,,
355,TRACKED,0,1,15.0,2.1736275105684126,864.25244140625,493.1907043457031,False,863.0,491.4141776561737,2.569173962581167,864.5,493.5,863.935302734375,492.79443359375,864.5,493.5,False,0,,
356,PREDICTED,1,0,15.0,2.6760081994089937,866.6500854492188,493.5770568847656,False,865.0,491.47034430503845,,,,866.6500854492188,493.5770568847656,,,False,0,,
357,TRACKED,0,1,16.0,2.317161841598852,869.3748168945312,493.6282958984375,False,868.0,491.7630566358566,2.2949885076491543,869.5,493.5,869.0477294921875,493.9634094238281,869.5,493.5,False,0,,
358,TRACKED,0,1,15.0,2.1197224669545296,871.6529541015625,493.9615478515625,False,870.0,492.6345338821411,2.0284224705471536,871.5,494.0,871.8800048828125,493.90447998046875,871.5,494.0,False,0,,
359,PREDICTED,1,0,15.0,2.035854211396351,874.0799560546875,494.25738525390625,False,873.0,492.5315818786621,,,,874.0799560546875,494.25738525390625,,,False,0,,
360,TRACKED,0,1,16.0,2.009268831397866,876.501953125,495.23828125,False,875.0,493.9036284685135,2.1905255229146703,876.5,495.5,876.5069580078125,494.55322265625,876.5,495.5,False,0,,
361,TRACKED,0,1,15.0,2.2063980611676395,879.2684936523438,495.6028747558594,False,878.0,493.79757249355316,2.268977614412888,879.5,495.5,878.9273681640625,495.75445556640625,879.5,495.5,False,0,,
362,TRACKED,0,1,15.0,2.3406909902961575,881.635986328125,495.74810791015625,False,880.0,494.0740759372711,2.0696036897602497,881.5,495.5,881.810791015625,496.0671081542969,881.5,495.5,False,0,,
363,PREDICTED,1,0,15.0,1.3305716097151465,884.1138916015625,496.09490966796875,False,883.0,495.3671278953552,,,,884.1138916015625,496.09490966796875,,,False,0,,
364,TRACKED,0,1,16.0,2.1481721164088574,886.5255126953125,497.2060546875,False,885.0,495.69362139701843,2.347978632208913,886.5,497.5,886.591796875,496.44171142578125,886.5,497.5,False,0,,
365,TRACKED,0,1,15.0,1.6077281131246248,889.2908325195312,497.9202880859375,False,888.0,496.96188259124756,1.824195097667704,889.5,498.0,888.9818115234375,497.8025207519531,889.5,498.0,False,0,,
366,TRACKED,0,1,15.0,2.3441130845766613,891.654541015625,498.24383544921875,False,890.0,496.5833053588867,2.063255608536928,891.5,498.0,891.8530883789062,498.5571594238281,891.5,498.0,False,0,,
367,TRACKED,0,1,15.0,1.8320751652015659,894.0637817382812,499.1747131347656,False,893.0,497.68311405181885,2.073903215846421,894.0,499.5,894.1439208984375,498.76568603515625,894.0,499.5,False,0,,
368,PREDICTED,1,0,15.0,2.842932869283241,896.5228271484375,499.8514709472656,False,895.0,497.4507908821106,,,,896.5228271484375,499.8514709472656,,,False,0,,
369,TRACKED,0,1,16.0,2.0679481101228463,899.356201171875,500.1466064453125,False,898.0,498.58547616004944,2.061765673831166,899.5,500.0,898.9818115234375,500.5282287597656,899.5,500.0,False,0,,
370,TRACKED,0,1,15.0,2.3040473285286405,901.6766967773438,500.5802917480469,False,900.0,499.0,2.1213203435596424,901.5,500.5,901.9373779296875,500.69879150390625,901.5,500.5,False,0,,
371,PREDICTED,1,0,15.0,2.3962710582132343,904.168701171875,501.0919494628906,False,903.0,499.0,,,,904.168701171875,501.0919494628906,,,False,0,,
372,TRACKED,0,1,16.0,2.1732471451008983,906.5446166992188,501.5287780761719,False,905.0,500.0,2.1213203435596424,906.5,501.5,906.6607055664062,501.6036071777344,906.5,501.5,False,0,,
373,TRACKED,0,1,15.0,2.1456418800745634,909.29736328125,501.708984375,False,908.0,500.0,2.1213203435596424,909.5,501.5,908.9993286132812,502.0163879394531,909.5,501.5,False,0,,
374,TRACKED,0,1,15.0,1.9546387892862154,911.655029296875,502.0399475097656,False,910.0,501.0,1.8027756377319946,911.5,502.0,911.8541870117188,502.09124755859375,911.5,502.0,False,0,,
375,PREDICTED,1,0,15.0,1.8070981039304541,914.1385498046875,502.4033203125,False,913.0,501.0,,,,914.1385498046875,502.4033203125,,,False,0,,
376,TRACKED,0,1,16.0,1.8651396998191854,916.1727905273438,503.29632568359375,False,915.0,501.84604692459106,1.9327598856698873,916.0,503.5,916.6220703125,502.7666931152344,916.0,503.5,False,0,,
377,TRACKED,0,1,15.0,1.970079080283649,919.1001586914062,503.63427734375,False,918.0,502.0,2.1213203435596424,919.5,503.5,918.509521484375,503.8326721191406,919.5,503.5,False,0,,
378,TRACKED,0,1,15.0,2.2405680798256364,921.56103515625,504.6072692871094,False,920.0,503.0,2.5,921.5,505.0,921.6394653320312,504.10260009765625,921.5,505.0,False,0,,
379,TRACKED,0,1,15.0,2.488421367311286,924.3102416992188,505.11553955078125,False,923.0,503.0,2.5,924.5,505.0,924.0715942382812,505.2608337402344,924.5,505.0,False,0,,
380,TRACKED,0,1,15.0,2.124030825941894,926.4030151367188,505.5946960449219,False,925.0,504.0,1.8027756377319946,926.0,505.5,926.9111328125,505.7140808105469,926.0,505.5,False,0,,
381,TRACKED,0,1,15.0,2.1492800473658917,929.1951904296875,505.78631591796875,False,928.0,504.0,2.1213203435596424,929.5,505.5,928.8103637695312,506.14776611328125,929.5,505.5,False,0,,
382,TRACKED,0,1,15.0,2.385076711275261,932.7251586914062,506.6469421386719,False,931.0,505.0,3.2015621187164243,933.5,507.0,931.748779296875,506.2020263671875,933.5,507.0,False,0,,
383,TRACKED,0,1,15.0,2.713391971230609,935.0089111328125,506.8239440917969,False,933.0,505.0,2.1213203435596424,934.5,506.5,935.6488037109375,507.23126220703125,934.5,506.5,False,0,,
384,TRACKED,0,1,15.0,2.4589889920595076,937.0277709960938,507.3909606933594,False,935.0,506.0,2.1213203435596424,936.5,507.5,937.6903686523438,507.25408935546875,936.5,507.5,False,0,,
385,TRACKED,0,1,15.0,2.22901659645404,939.4815673828125,507.6653747558594,False,938.0,506.0,2.1213203435596424,939.5,507.5,939.4584350585938,507.8728942871094,939.5,507.5,False,0,,
386,TRACKED,0,1,15.0,2.3159399739313224,941.686767578125,508.5869445800781,False,940.0,507.0,2.5,941.5,509.0,941.9210205078125,508.06878662109375,941.5,509.0,False,0,,
387,PREDICTED,1,0,15.0,2.420144639680331,944.0375366210938,509.18646240234375,False,943.0,507.0,,,,944.0375366210938,509.18646240234375,,,False,0,,
388,TRACKED,0,1,16.0,1.9299363323832648,946.1084594726562,509.5798645019531,False,945.0,508.0,1.8027756377319946,946.0,509.5,946.3883056640625,509.7859802246094,946.0,509.5,False,0,,
389,TRACKED,0,1,15.0,2.0348381573672634,949.0416870117188,509.74798583984375,False,948.0,508.0,2.1213203435596424,949.5,509.5,948.3682250976562,510.1123962402344,949.5,509.5,False,0,,
390,TRACKED,0,1,15.0,2.0277326831873035,951.5137939453125,510.34912109375,False,950.0,509.0,2.1213203435596424,951.5,510.5,951.531494140625,510.1560363769531,951.5,510.5,False,0,,
391,TRACKED,0,1,15.0,2.3954067583873613,953.7205200195312,510.36724853515625,False,952.0,508.7005798816681,1.9845635902952852,953.5,510.0,953.9971313476562,510.8279113769531,953.5,510.0,False,0,,
392,TRACKED,0,1,15.0,1.961768086510703,956.6012573242188,511.13336181640625,False,955.0,510.0,2.5,957.0,511.5,956.09912109375,510.6716613769531,957.0,511.5,False,0,,
393,TRACKED,0,1,15.0,2.5907095647479177,959.07568359375,511.5502624511719,False,957.0,510.0,2.5,959.0,511.5,959.1712036132812,511.6136779785156,959.0,511.5,False,0,,
394,PREDICTED,1,0,15.0,2.7966945985601295,961.6093139648438,512.0064697265625,False,959.0,511.0,,,,961.6093139648438,512.0064697265625,,,False,0,,
395,TRACKED,0,1,16.0,2.4986209552727767,963.678955078125,512.8504638671875,False,962.0,511.0,2.5,963.5,513.0,964.1429443359375,512.462646484375,963.5,513.0,False,0,,
396,TRACKED,0,1,15.0,2.269939146302753,965.727294921875,513.4727783203125,False,964.0,512.0,2.1213203435596424,965.5,513.5,966.0617065429688,513.4327392578125,965.5,513.5,False,0,,
397,TRACKED,0,1,15.0,2.3436802798073773,968.5595703125,513.7494506835938,False,967.0,512.0,2.5,969.0,513.5,967.995849609375,514.0687255859375,969.0,513.5,False,0,,
398,PREDICTED,1,0,15.0,2.376757123133415,971.03466796875,514.2284545898438,False,969.0,513.0,,,,971.03466796875,514.2284545898438,,,False,0,,
399,TRACKED,0,1,16.0,2.164527479029544,973.5027465820312,514.557861328125,False,972.0,513.0,2.1213203435596424,973.5,514.5,973.509765625,514.7074584960938,973.5,514.5,False,0,,
400,TRACKED,0,1,15.0,2.396630281174295,975.692138671875,514.6972045898438,False,974.0,513.0,2.1213203435596424,975.5,514.5,975.9755249023438,514.988037109375,975.5,514.5,False,0,,
401,PREDICTED,1,0,15.0,2.2915753983977747,978.0676879882812,515.0276489257812,False,977.0,513.0,,,,978.0676879882812,515.0276489257812,,,False,0,,
402,PREDICTED,2,0,16.0,2.7646948744129096,980.4432373046875,515.3580932617188,False,979.0,513.0,,,,980.4432373046875,515.3580932617188,,,False,0,,
403,TRACKED,0,1,17.0,2.195565914990046,983.3818359375,514.7061767578125,False,982.0,513.0,2.1213203435596424,983.5,514.5,982.8187866210938,515.6885375976562,983.5,514.5,False,0,,
404,TRACKED,0,1,15.0,1.6133788035457208,986.2705078125,513.994384765625,False,985.0,513.0,1.5811388300841898,986.5,513.5,985.9117431640625,514.767333984375,986.5,513.5,False,0,,
405,PREDICTED,1,0,15.0,2.0787444733037557,988.9146728515625,513.8094482421875,False,987.0,513.0,,,,988.9146728515625,513.8094482421875,,,False,0,,
406,TRACKED,0,1,16.0,1.9698932465593504,991.5162963867188,514.2575073242188,False,990.0,513.0,2.1213203435596424,991.5,514.5,991.558837890625,513.62451171875,991.5,514.5,False,0,,
407,TRACKED,0,1,15.0,2.255826611301575,993.7607421875,514.41015625,False,992.0,513.0,2.1213203435596424,993.5,514.5,994.1466674804688,514.277099609375,993.5,514.5,False,0,,
408,TRACKED,0,1,15.0,1.8445475891840515,996.3944702148438,514.2073974609375,False,995.0,513.0,1.8027756377319946,996.5,514.0,996.2578735351562,514.4756469726562,996.5,514.0,False,0,,
409,TRACKED,0,1,15.0,1.6526257474972765,999.2537841796875,514.07666015625,False,998.0,513.0,1.8027756377319946,999.5,514.0,998.9420776367188,514.1737060546875,999.5,514.0,False,0,,
410,TRACKED,0,1,15.0,2.1174690105175893,1001.6852416992188,514.2820434570312,False,1000.0,513.0,2.1213203435596424,1001.5,514.5,1001.9197998046875,514.006103515625,1001.5,514.5,False,0,,
411,TRACKED,0,1,15.0,1.9898042345036184,1004.3948364257812,514.4190673828125,False,1003.0,513.0,2.1213203435596424,1004.5,514.5,1004.2618408203125,514.3167114257812,1004.5,514.5,False,0,,
412,PREDICTED,1,0,15.0,2.5132194895948086,1007.02197265625,514.4926147460938,False,1005.0,513.0,,,,1007.02197265625,514.4926147460938,,,False,0,,
413,TRACKED,0,1,16.0,2.1637633664342526,1009.54150390625,514.5184326171875,False,1008.0,513.0,2.1213203435596424,1009.5,514.5,1009.6491088867188,514.566162109375,1009.5,514.5,False,0,,
414,TRACKED,0,1,15.0,2.329970717852393,1011.7564086914062,514.5309448242188,False,1010.0,513.0,2.1213203435596424,1011.5,514.5,1012.1336669921875,514.5764770507812,1011.5,514.5,False,0,,
415,PREDICTED,1,0,15.0,1.9908663782257718,1014.2197875976562,514.5734252929688,False,1013.0,513.0,,,,1014.2197875976562,514.5734252929688,,,False,0,,
416,TRACKED,0,1,16.0,1.9919355382717845,1017.2728271484375,514.5322265625,False,1016.0,513.0,2.1213203435596424,1017.5,514.5,1016.6831665039062,514.6159057617188,1017.5,514.5,False,0,,
417,TRACKED,0,1,15.0,2.2594728873708174,1019.67236328125,514.5193481445312,False,1018.0,513.0,2.1213203435596424,1019.5,514.5,1019.92578125,514.5477905273438,1019.5,514.5,False,0,,
418,PREDICTED,1,0,15.0,1.9646156322707113,1022.2384033203125,514.525146484375,False,1021.0,513.0,,,,1022.2384033203125,514.525146484375,,,False,0,,
419,TRACKED,0,1,16.0,1.9963094105834407,1025.3074951171875,514.508544921875,False,1024.0,513.0,2.1213203435596424,1025.5,514.5,1024.804443359375,514.5309448242188,1025.5,514.5,False,0,,
420,TRACKED,0,1,15.0,2.2814836129343137,1027.716552734375,514.5028686523438,False,1026.0,513.0,2.1213203435596424,1027.5,514.5,1028.0357666015625,514.5071411132812,1027.5,514.5,False,0,,
421,PREDICTED,1,0,15.0,2.0081764366336907,1030.335205078125,514.5,False,1029.0,513.0,,,,1030.335205078125,514.5,,,False,0,,
422,TRACKED,0,1,16.0,1.764537767698708,1033.3489990234375,514.137451171875,False,1032.0,513.0,1.8027756377319946,1033.5,514.0,1032.953857421875,514.4971313476562,1033.5,514.0,False,0,,
423,TRACKED,0,1,15.0,2.175708012743693,1035.740478515625,514.3055419921875,False,1034.0,513.0,2.1213203435596424,1035.5,514.5,1036.0950927734375,514.0186767578125,1035.5,514.5,False,0,,
424,TRACKED,0,1,15.0,2.0132731321316983,1038.44091796875,514.4060668945312,False,1037.0,513.0,2.1213203435596424,1038.5,514.5,1038.3648681640625,514.28515625,1038.5,514.5,False,0,,
425,TRACKED,0,1,15.0,1.777473683900155,1041.320068359375,514.1903076171875,False,1040.0,513.0,1.8027756377319946,1041.5,514.0,1041.09326171875,514.4302368164062,1041.5,514.0,False,0,,
426,TRACKED,0,1,15.0,1.6825471576767557,1044.02587890625,514.3336181640625,False,1043.0,513.0,1.8027756377319946,1044.0,514.5,1044.0584716796875,514.1234130859375,1044.0,514.5,False,0,,
427,TRACKED,0,1,15.0,2.1559385129984543,1046.611328125,514.432373046875,False,1045.0,513.0,2.1213203435596424,1046.5,514.5,1046.751953125,514.3468627929688,1046.5,514.5,False,0,,
428,TRACKED,0,1,15.0,2.2588354321184383,1049.4044189453125,514.7691650390625,False,1048.0,513.0,2.5,1049.5,515.0,1049.283935546875,514.4780883789062,1049.5,515.0,False,0,,
429,TRACKED,0,1,15.0,2.1510753805983724,1052.3328857421875,514.6883544921875,False,1051.0,513.0,2.1213203435596424,1052.5,514.5,1052.1226806640625,514.9251708984375,1052.5,514.5,False,0,,
430,TRACKED,0,1,15.0,2.8007918295135092,1055.12744140625,514.8216552734375,False,1053.0,513.0,2.8339460121886586,1055.125,514.875,1055.130615234375,514.7546997070312,1055.125,514.875,False,0,,
431,TRACKED,0,1,15.0,2.3839845776421105,1057.6881103515625,514.683349609375,False,1056.0,513.0,2.1213203435596424,1057.5,514.5,1057.924072265625,514.9133911132812,1057.5,514.5,False,0,,
432,TRACKED,0,1,15.0,1.953580147162624,1060.45361328125,514.30517578125,False,1059.0,513.0,1.8027756377319946,1060.5,514.0,1060.3953857421875,514.68798828125,1060.5,514.0,False,0,,
433,TRACKED,0,1,15.0,1.9168011525947724,1063.359375,514.3513793945312,False,1062.0,513.0,2.1213203435596424,1063.5,514.5,1063.1829833984375,514.1649169921875,1063.5,514.5,False,0,,
